intid,q1,tenure,rsentity,int_gender,int_ethnicity,off_female,off_bosniak,elected,tr_wearhijab,hijab_muslim,dv_const_1,dv_const_2,dv_const_3,dv_const_4,dv_const_5,dv_const_6,dv_represent_scale,dv_ethnic_coop_scale,approve_scale
33344,3,0,0,1,3,0,1,0,0,0,3,4,3,4,3,3,-0.66134065,-0.45001343,3
33344,3,0,0,1,3,0,1,0,0,0,3,3,4,3,4,4,-0.63214213,-0.46647879,4
33344,3,0,1,1,3,1,1,0,1,1,4,4,5,5,4,3,0.65449661,0.81244469,3
33344,3,3,0,1,3,1,1,1,0,0,4,2,3,4,4,3,-1.0895078,0.17298293,3
33344,3,7,0,1,3,1,1,1,0,0,3,3,4,4,4,4,-0.63214213,0.17298293,4
33344,3,0,0,1,3,0,1,0,0,0,4,4,5,5,2,3,0.65449661,-0.43354806,3
33344,3,0,0,1,3,0,1,0,1,1,4,4,4,3,4,4,0.20389625,-0.46647879,4
33344,2,8,0,1,3,0,0,1,1,0,4,5,4,5,5,4,0.62529808,1.435441,4
33348,1,3,1,1,1,1,0,1,0,0,5,5,5,4,5,4,1.490535,0.79597932,4
33348,3,4,1,1,1,0,1,1,0,0,1,2,3,4,5,4,-2.3334174,0.79597932,4
33348,3,9,1,1,1,0,1,1,0,0,5,5,5,5,5,4,1.490535,1.435441,4
33348,1,0,0,1,1,0,0,0,1,0,4,3,5,4,5,4,0.2330948,0.79597932,4
33348,1,0,1,1,1,0,0,0,1,0,4,2,5,4,4,3,-0.18830705,0.17298293,3
33348,1,25,1,1,1,0,0,1,1,0,3,3,4,4,4,4,-0.63214213,0.17298293,4
33348,1,0,1,1,1,0,0,0,0,0,4,3,5,4,5,3,0.2330948,0.79597932,3
33348,1,0,0,1,1,0,0,0,0,0,5,3,5,5,5,3,0.64773136,1.435441,3
33348,1,3,1,1,1,0,0,1,1,0,3,5,4,5,4,4,0.21066156,0.81244469,4
33348,1,3,1,1,1,0,0,1,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33348,1,0,1,1,1,0,0,0,1,0,4,3,5,3,4,4,0.2330948,-0.46647879,4
33348,1,3,1,1,1,0,0,1,0,0,5,4,4,4,5,4,0.61853278,0.79597932,4
33348,1,8,1,1,1,0,0,1,0,0,5,4,4,4,4,4,0.61853278,0.17298293,4
33348,1,0,0,1,1,0,0,0,0,0,4,4,4,5,4,3,0.20389625,0.81244469,3
33348,1,0,0,1,1,0,0,0,0,0,4,3,4,4,5,5,-0.21750557,0.79597932,5
33348,1,7,1,1,1,0,0,1,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33348,1,3,1,1,1,0,0,1,0,0,1,3,1,3,2,2,-2.8132164,-1.7124715,2
33348,1,4,1,1,1,0,0,1,0,0,5,3,5,5,5,3,0.64773136,1.435441,3
33348,1,7,1,1,1,0,0,1,0,0,1,1,1,1,1,1,-3.6560199,-3.6143913,1
33348,1,5,1,1,1,0,0,1,1,0,5,3,5,4,5,3,0.64773136,0.79597932,3
33348,1,3,1,1,1,0,0,1,1,0,1,2,1,1,1,1,-3.2346182,-3.6143913,1
33348,1,0,1,1,1,0,0,0,0,0,4,3,5,5,5,3,0.2330948,1.435441,3
33348,1,0,1,1,1,1,0,0,0,0,4,4,5,4,5,3,0.65449661,0.79597932,3
33348,1,0,1,1,1,1,0,0,1,0,4,3,5,4,5,4,0.2330948,0.79597932,4
33348,1,0,0,1,1,0,0,0,0,0,5,3,4,4,5,3,0.19713096,0.79597932,3
33348,1,20,1,1,1,0,0,1,0,0,5,4,4,4,4,4,0.61853278,0.17298293,4
33348,1,0,0,1,1,1,0,0,1,0,4,4,5,5,4,4,0.65449661,0.81244469,4
33348,1,0,0,1,1,1,0,0,0,0,4,4,4,4,4,3,0.20389625,0.17298293,3
33400,1,0,1,2,1,0,0,0,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33400,1,0,1,2,1,1,0,0,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33400,1,3,1,2,1,1,0,1,0,0,3,4,4,4,3,4,-0.21074028,-0.45001343,4
33400,1,2,1,2,1,1,0,1,1,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33400,1,3,1,2,1,0,0,1,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33400,1,0,1,2,1,1,0,0,1,0,5,4,5,4,5,4,1.0691332,0.79597932,4
33400,1,0,1,2,1,0,0,0,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33400,3,12,0,2,1,0,1,1,0,0,5,4,5,5,3,5,1.0691332,0.18944831,5
33400,1,0,1,2,1,0,0,0,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33400,1,0,1,2,1,1,0,0,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33400,1,5,0,2,1,0,0,1,0,0,5,2,5,4,5,5,0.22632949,0.79597932,5
33400,1,0,1,2,1,0,0,0,0,0,3,3,4,4,4,3,-0.63214213,0.17298293,3
33400,1,0,1,2,1,1,0,0,0,0,4,4,4,4,4,3,0.20389625,0.17298293,3
33400,1,0,1,2,1,0,0,0,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33400,1,0,0,2,1,0,0,0,0,0,4,4,4,4,3,4,0.20389625,-0.45001343,4
33400,3,1,0,2,1,1,1,1,1,1,4,4,4,4,4,3,0.20389625,0.17298293,3
33400,1,0,1,2,1,0,0,0,1,0,4,4,4,4,3,4,0.20389625,-0.45001343,4
33400,1,0,1,2,1,0,0,0,1,0,4,4,4,3,3,3,0.20389625,-1.0894752,3
33400,1,3,1,2,1,0,0,1,0,0,3,3,3,3,3,1,-1.0827425,-1.0894752,1
33400,1,12,1,2,1,0,0,1,0,0,3,3,5,4,4,4,-0.18154176,0.17298293,4
33400,1,3,0,2,1,0,0,1,1,0,3,3,4,4,4,4,-0.63214213,0.17298293,4
33400,1,0,1,2,1,1,0,0,0,0,2,3,2,3,2,3,-1.9479795,-1.7124715,3
33400,1,0,1,2,1,1,0,0,1,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33400,1,0,1,2,1,0,0,0,1,0,3,3,3,4,4,2,-1.0827425,0.17298293,2
33400,2,7,0,2,1,0,0,1,0,0,4,5,5,5,5,5,1.0758985,1.435441,5
33400,1,3,0,2,1,0,0,1,0,0,3,3,4,4,3,4,-0.63214213,-0.45001343,4
33400,1,0,1,2,1,1,0,0,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33400,1,0,1,2,1,1,0,0,0,0,5,5,5,4,4,4,1.490535,0.17298293,4
33400,1,0,1,2,1,0,0,0,0,0,1,3,4,4,3,4,-1.4614152,-0.45001343,4
33400,1,0,1,2,1,0,0,0,0,0,3,3,4,4,3,3,-0.63214213,-0.45001343,3
33400,1,1,1,2,1,0,0,1,1,0,4,4,4,4,1,1,0.20389625,-1.6960062,1
33400,3,0,1,2,1,1,1,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33400,1,0,1,2,1,0,0,0,0,0,3,3,4,4,3,3,-0.63214213,-0.45001343,3
33400,1,12,1,2,1,0,0,1,1,0,3,3,4,4,3,4,-0.63214213,-0.45001343,4
33400,1,12,1,2,1,0,0,1,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33400,1,0,1,2,1,0,0,0,1,0,4,3,4,4,4,3,-0.21750557,0.17298293,3
33400,1,0,1,2,1,1,0,0,0,0,4,4,4,4,3,4,0.20389625,-0.45001343,4
33400,1,0,1,2,1,1,0,0,0,0,4,4,5,4,3,4,0.65449661,-0.45001343,4
33400,1,0,1,2,1,1,0,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33400,3,0,1,2,1,0,1,0,0,0,4,3,4,4,4,4,-0.21750557,0.17298293,4
33400,2,11,0,2,1,0,0,1,0,0,4,3,4,4,4,3,-0.21750557,0.17298293,3
33400,1,0,1,2,1,0,0,0,1,0,4,4,4,4,3,4,0.20389625,-0.45001343,4
33400,1,3,0,2,1,0,0,1,1,0,3,3,4,4,4,3,-0.63214213,0.17298293,3
33400,1,0,1,2,1,1,0,0,1,0,4,4,4,3,3,4,0.20389625,-1.0894752,4
33422,3,12,0,2,3,0,1,1,1,1,4,4,4,4,4,4,0.20389625,0.17298293,4
33422,1,4,0,2,3,1,0,1,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33422,3,5,0,2,3,1,1,1,1,1,2,4,3,4,4,3,-1.0759772,0.17298293,3
33422,2,9,0,2,3,1,0,1,1,0,3,4,4,4,4,4,-0.21074028,0.17298293,4
33422,2,1,0,2,3,1,0,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33422,2,4,0,2,3,1,0,1,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33422,3,12,0,2,3,0,1,1,0,0,4,4,4,5,3,4,0.20389625,0.18944831,4
33422,3,3,0,2,3,1,1,1,0,0,1,1,1,2,2,1,-3.6560199,-2.3519332,1
33434,1,0,1,2,1,1,0,0,0,0,2,4,5,5,3,4,-0.17477645,0.18944831,4
33434,1,0,1,2,1,1,0,0,0,0,3,4,4,4,4,4,-0.21074028,0.17298293,4
33434,1,3,1,2,1,0,0,1,1,0,4,2,5,5,3,1,-0.18830705,0.18944831,1
33434,1,8,1,2,1,0,0,1,0,0,4,3,5,5,4,4,0.2330948,0.81244469,4
33434,1,0,1,2,1,1,0,0,1,0,5,3,5,4,4,1,0.64773136,0.17298293,1
33434,1,0,1,2,1,0,0,0,1,0,4,3,3,3,3,2,-0.66810596,-1.0894752,2
33434,1,0,1,2,1,1,0,0,0,0,3,3,4,1,4,3,-0.63214213,-1.7454023,3
33434,1,0,1,2,1,1,0,0,1,0,1,4,5,5,3,3,-0.58941299,0.18944831,3
33434,1,0,1,2,1,0,0,0,0,0,3,5,5,1,5,1,0.66126192,-1.1224059,1
33434,1,0,1,2,1,0,0,0,1,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33434,1,0,1,2,1,0,0,0,1,0,5,5,5,5,3,5,1.490535,0.18944831,5
33434,1,0,1,2,1,1,0,0,0,0,4,3,5,5,5,3,0.2330948,1.435441,3
33434,1,0,1,2,1,0,0,0,0,0,2,4,2,3,3,4,-1.5265776,-1.0894752,4
33434,1,0,1,2,1,0,0,0,0,0,5,3,5,5,5,3,0.64773136,1.435441,3
33434,1,0,1,2,1,0,0,0,1,0,4,2,4,4,3,3,-0.63890743,-0.45001343,3
33434,1,0,1,2,1,0,0,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
33957,1,7,1,2,1,0,0,1,1,0,5,4,4,4,3,4,0.61853278,-0.45001343,4
33957,1,0,0,2,1,0,0,0,1,0,3,3,4,3,4,3,-0.63214213,-0.46647879,3
33957,1,7,1,2,1,0,0,1,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
33957,1,0,0,2,1,1,0,0,0,0,1,3,5,5,5,5,-1.0108148,1.435441,5
33957,3,11,1,2,1,1,1,1,0,0,1,1,1,1,3,1,-3.6560199,-2.3683987,1
34109,3,0,0,1,3,0,1,0,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
34109,3,3,0,1,3,1,1,1,0,0,4,4,5,4,4,4,0.65449661,0.17298293,4
34109,3,3,0,1,3,0,1,1,1,1,5,4,5,4,4,4,1.0691332,0.17298293,4
34109,3,7,0,1,3,0,1,1,0,0,5,4,5,4,4,4,1.0691332,0.17298293,4
34109,3,3,0,1,3,0,1,1,1,1,5,4,5,5,5,4,1.0691332,1.435441,4
34109,3,8,0,1,3,0,1,1,1,1,5,4,5,5,5,4,1.0691332,1.435441,4
34109,3,3,0,1,3,0,1,1,0,0,4,4,4,5,5,4,0.20389625,1.435441,4
34109,3,3,0,1,3,0,1,1,1,1,1,5,5,3,5,2,-0.16801116,0.15651757,2
34109,3,16,0,1,3,0,1,1,0,0,5,5,5,4,5,5,1.490535,0.79597932,5
34109,3,0,0,1,3,0,1,0,0,0,5,4,5,5,4,5,1.0691332,0.81244469,5
34109,3,0,0,1,3,0,1,0,1,1,5,4,5,4,5,4,1.0691332,0.79597932,4
34109,3,3,0,1,3,0,1,1,1,1,5,3,5,5,4,4,0.64773136,0.81244469,4
34109,3,0,0,1,3,1,1,0,0,0,4,3,4,4,4,4,-0.21750557,0.17298293,4
34109,3,0,0,1,3,0,1,0,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
34109,3,0,0,1,3,0,1,0,1,1,5,4,5,5,4,4,1.0691332,0.81244469,4
34109,3,0,0,1,3,0,1,0,0,0,3,4,3,4,4,3,-0.66134065,0.17298293,3
34109,3,3,0,1,3,0,1,1,0,0,5,4,5,5,5,4,1.0691332,1.435441,4
34109,3,0,0,1,3,1,1,0,1,1,3,3,3,3,3,2,-1.0827425,-1.0894752,2
34109,3,4,0,1,3,0,1,1,0,0,5,4,5,4,5,4,1.0691332,0.79597932,4
34109,3,4,0,1,3,0,1,1,1,1,5,4,5,4,5,5,1.0691332,0.79597932,5
34109,3,2,0,1,3,0,1,1,0,0,5,4,5,4,4,4,1.0691332,0.17298293,4
34109,3,0,0,1,3,0,1,0,1,1,5,4,5,5,4,4,1.0691332,0.81244469,4
34109,3,0,0,1,3,0,1,0,1,1,5,4,5,4,4,4,1.0691332,0.17298293,4
34109,3,7,0,1,3,1,1,1,0,0,5,3,3,3,4,4,-0.25346941,-0.46647879,4
34109,3,0,0,1,3,0,1,0,0,0,5,4,5,4,4,4,1.0691332,0.17298293,4
34109,3,0,0,1,3,1,1,0,1,1,4,4,5,4,5,4,0.65449661,0.79597932,4
34109,3,0,0,1,3,0,1,0,0,0,5,4,5,5,5,4,1.0691332,1.435441,4
34109,3,0,0,1,3,0,1,0,1,1,5,4,5,5,4,5,1.0691332,0.81244469,5
34206,2,12,0,2,2,0,0,1,0,0,4,4,4,4,4,3,0.20389625,0.17298293,3
34206,2,0,0,2,2,0,0,0,0,0,3,1,3,3,2,2,-1.9255462,-1.7124715,2
34206,2,7,0,2,2,0,0,1,1,0,2,3,4,4,4,4,-1.0467787,0.17298293,4
34206,2,8,0,2,2,0,0,1,1,0,1,1,1,5,1,3,-3.6560199,-1.0565444,3
34206,2,3,0,2,2,0,0,1,0,0,5,4,5,5,5,5,1.0691332,1.435441,5
34206,2,3,0,2,2,0,0,1,0,0,5,3,3,3,3,3,-0.25346941,-1.0894752,3
34206,2,0,1,2,2,1,0,0,0,0,5,3,3,4,5,5,-0.25346941,0.79597932,5
34206,2,25,0,2,2,1,0,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
34206,2,4,0,2,2,0,0,1,1,0,4,2,3,3,3,3,-1.0895078,-1.0894752,3
34206,2,4,0,2,2,0,0,1,0,0,3,4,4,4,4,3,-0.21074028,0.17298293,3
34206,2,10,0,2,2,1,0,1,0,0,5,4,4,4,3,4,0.61853278,-0.45001343,4
34206,2,4,0,2,2,0,0,1,1,0,1,3,3,3,3,3,-1.9120156,-1.0894752,3
34206,2,4,0,2,2,0,0,1,1,0,5,1,3,4,3,3,-1.0962731,-0.45001343,3
34206,2,3,0,2,2,1,0,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
34206,2,3,0,2,2,1,0,1,1,0,5,1,5,5,3,3,-0.19507234,0.18944831,3
34206,2,4,0,2,2,1,0,1,1,0,4,3,4,4,3,4,-0.21750557,-0.45001343,4
34206,2,0,0,2,2,0,0,0,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
34206,2,4,0,2,2,1,0,1,0,0,5,3,5,5,5,5,0.64773136,1.435441,5
34206,2,4,0,2,2,1,0,1,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
34206,2,0,0,2,2,1,0,0,0,0,3,3,4,4,3,4,-0.63214213,-0.45001343,4
34206,2,0,0,2,2,0,0,0,1,0,5,3,3,3,3,4,-0.25346941,-1.0894752,4
34206,2,0,1,2,2,1,0,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
34206,2,4,0,2,2,0,0,1,1,0,5,3,4,4,5,4,0.19713096,0.79597932,4
34206,2,0,1,2,2,0,0,0,0,0,3,2,3,2,1,1,-1.5041443,-2.9749296,1
34206,2,20,0,2,2,0,0,1,1,0,4,4,3,4,4,4,-0.24670412,0.17298293,4
34206,2,7,0,2,2,0,0,1,0,0,5,2,5,5,5,5,0.22632949,1.435441,5
34206,2,8,0,2,2,1,0,1,1,0,4,4,4,5,4,4,0.20389625,0.81244469,4
34206,3,0,0,2,2,0,1,0,0,0,5,3,4,4,5,4,0.19713096,0.79597932,4
34206,2,0,1,2,2,1,0,0,1,0,3,3,5,4,4,5,-0.18154176,0.17298293,5
34206,3,0,0,2,2,1,1,0,0,0,5,2,4,4,4,4,-0.22427088,0.17298293,4
34206,2,0,1,2,2,0,0,0,1,0,5,5,5,5,2,3,1.490535,-0.43354806,3
34206,2,4,0,2,2,0,0,1,0,0,2,3,3,3,3,4,-1.4973791,-1.0894752,4
34206,2,0,1,2,2,1,0,0,0,0,2,2,2,2,2,2,-2.3693812,-2.3519332,2
34206,2,4,0,2,2,0,0,1,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
34206,2,0,1,2,2,0,0,0,1,0,3,3,4,4,4,4,-0.63214213,0.17298293,4
34206,2,2,0,2,2,0,0,1,1,0,1,1,1,1,1,1,-3.6560199,-3.6143913,1
34206,2,3,0,2,2,0,0,1,1,0,2,3,3,2,3,4,-1.4973791,-1.7289369,4
34206,2,4,0,2,2,0,0,1,0,0,5,4,5,5,5,5,1.0691332,1.435441,5
34206,3,0,0,2,2,1,1,0,1,1,5,5,5,5,5,5,1.490535,1.435441,5
34206,2,0,0,2,2,1,0,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
34206,2,7,0,2,2,0,0,1,0,0,3,4,5,5,5,5,0.23986009,1.435441,5
34277,3,4,0,2,3,0,1,1,1,1,4,3,4,3,3,3,-0.21750557,-1.0894752,3
34277,3,0,0,2,3,1,1,0,1,1,4,4,4,4,2,4,0.20389625,-1.0730098,4
34277,3,4,0,2,3,0,1,1,0,0,2,3,4,4,2,1,-1.0467787,-1.0730098,1
34277,3,0,0,2,3,0,1,0,0,0,4,3,4,4,4,3,-0.21750557,0.17298293,3
34277,3,0,1,2,3,0,1,0,0,0,3,2,3,4,3,4,-1.5041443,-0.45001343,4
34277,3,0,0,2,3,0,1,0,0,0,4,2,3,3,3,3,-1.0895078,-1.0894752,3
34277,3,0,0,2,3,1,1,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
34277,3,12,0,2,3,0,1,1,0,0,5,5,4,5,1,2,1.0399346,-1.0565444,2
34277,3,4,0,2,3,1,1,1,0,0,1,1,1,1,1,1,-3.6560199,-3.6143913,1
34277,3,2,0,2,3,0,1,1,1,1,2,4,4,2,4,2,-0.62537682,-1.1059406,2
34277,3,0,0,2,3,0,1,0,1,1,4,4,2,3,3,4,-0.69730449,-1.0894752,4
34277,3,0,1,2,3,0,1,0,1,1,3,4,3,3,3,3,-0.66134065,-1.0894752,3
34277,3,8,0,2,3,0,1,1,0,0,2,3,2,3,3,2,-1.9479795,-1.0894752,2
34277,3,0,0,2,3,0,1,0,0,0,3,4,2,4,4,3,-1.111941,0.17298293,3
34277,3,0,1,2,3,0,1,0,0,0,3,4,4,4,4,3,-0.21074028,0.17298293,3
34277,3,3,0,2,3,1,1,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
34277,3,4,0,2,3,0,1,1,1,1,5,4,3,3,3,5,0.16793244,-1.0894752,5
34277,3,4,0,2,3,0,1,1,1,1,1,1,4,4,5,3,-2.304219,0.79597932,3
34277,3,0,0,2,3,0,1,0,1,1,4,4,3,2,4,3,-0.24670412,-1.1059406,3
34277,3,4,0,2,3,0,1,1,1,1,1,1,2,3,4,5,-3.2054195,-0.46647879,5
34277,3,3,0,2,3,1,1,1,1,1,4,4,4,4,4,4,0.20389625,0.17298293,4
34277,3,3,0,2,3,0,1,1,0,0,5,5,2,2,4,4,0.13873389,-1.1059406,4
34277,3,0,0,2,3,1,1,0,1,1,4,3,2,3,4,3,-1.1187063,-0.46647879,3
34277,3,0,0,2,3,0,1,0,0,0,5,3,3,4,4,3,-0.25346941,0.17298293,3
34277,3,0,0,2,3,0,1,0,1,1,3,3,3,3,3,3,-1.0827425,-1.0894752,3
34277,3,0,1,2,3,1,1,0,1,1,3,4,2,3,3,4,-1.111941,-1.0894752,4
34283,3,3,0,2,3,0,1,1,1,1,3,4,3,2,4,1,-0.66134065,-1.1059406,1
34283,3,4,0,2,3,1,1,1,1,1,2,4,4,4,4,4,-0.62537682,0.17298293,4
34283,2,0,0,2,3,0,0,0,1,0,3,4,4,4,4,4,-0.21074028,0.17298293,4
34283,3,3,0,2,3,0,1,1,0,0,2,2,2,2,4,2,-2.3693812,-1.1059406,2
34283,2,3,0,2,3,1,0,1,1,0,3,2,3,3,3,3,-1.5041443,-1.0894752,3
34283,3,10,0,2,3,0,1,1,0,0,3,2,2,2,4,4,-1.9547447,-1.1059406,4
34283,3,3,0,2,3,1,1,1,1,1,4,4,4,4,4,4,0.20389625,0.17298293,4
34283,3,7,0,2,3,1,1,1,1,1,3,3,4,4,4,2,-0.63214213,0.17298293,2
34283,3,0,0,2,3,0,1,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
34283,3,3,0,2,3,1,1,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
34283,2,3,0,2,3,0,0,1,0,0,3,4,4,4,2,4,-0.21074028,-1.0730098,4
34283,3,2,0,2,3,1,1,1,1,1,3,4,3,3,3,4,-0.66134065,-1.0894752,4
34283,2,0,0,2,3,0,0,0,1,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
34283,3,3,0,2,3,1,1,1,0,0,4,4,4,3,4,3,0.20389625,-0.46647879,3
34283,3,3,0,2,3,0,1,1,0,0,3,3,4,5,2,3,-0.63214213,-0.43354806,3
34541,3,3,0,2,3,0,1,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
34541,2,5,0,2,3,0,0,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
34541,3,4,0,2,3,0,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
34541,3,7,0,2,3,0,1,1,0,0,5,4,5,5,5,5,1.0691332,1.435441,5
34541,3,0,0,2,3,0,1,0,0,0,5,4,4,3,4,4,0.61853278,-0.46647879,4
34541,3,0,0,2,3,1,1,0,1,1,5,5,4,4,4,5,1.0399346,0.17298293,5
34541,3,0,0,2,3,0,1,0,0,0,5,4,4,5,4,4,0.61853278,0.81244469,4
34541,3,3,0,2,3,1,1,1,1,1,5,5,3,5,5,5,0.58933425,1.435441,5
34541,3,0,0,2,3,0,1,0,1,1,5,1,4,5,5,4,-0.64567274,1.435441,4
34541,3,3,0,2,3,0,1,1,0,0,5,4,5,4,4,5,1.0691332,0.17298293,5
34541,3,0,0,2,3,0,1,0,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
34541,3,3,0,2,3,0,1,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
34541,3,0,0,2,3,0,1,0,0,0,5,5,5,3,5,5,1.490535,0.15651757,5
34541,3,0,0,2,3,0,1,0,0,0,5,5,5,5,5,5,1.490535,1.435441,5
34541,3,3,0,2,3,0,1,1,0,0,5,5,5,5,5,5,1.490535,1.435441,5
34541,3,8,0,2,3,0,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
34541,3,4,0,2,3,0,1,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
34541,3,3,0,2,3,0,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
34541,3,0,0,2,3,0,1,0,1,1,4,4,4,4,4,4,0.20389625,0.17298293,4
34541,3,3,0,2,3,0,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
34541,3,3,0,2,3,0,1,1,1,1,5,5,5,5,5,5,1.490535,1.435441,5
34541,3,12,0,2,3,0,1,1,0,0,4,4,4,3,4,4,0.20389625,-0.46647879,4
35094,1,16,1,2,1,0,0,1,0,0,5,3,5,5,4,5,0.64773136,0.81244469,5
35094,3,6,1,2,1,0,1,1,1,1,1,1,5,5,5,5,-1.8536185,1.435441,5
35094,1,15,1,2,1,0,0,1,1,0,4,4,4,2,2,4,0.20389625,-2.3519332,4
35094,3,7,0,2,1,0,1,1,0,0,4,2,5,2,5,5,-0.18830705,-0.48294419,5
35094,1,3,1,2,1,0,0,1,0,0,3,3,3,3,3,3,-1.0827425,-1.0894752,3
35094,1,8,1,2,1,0,0,1,1,0,5,4,5,5,1,5,1.0691332,-1.0565444,5
35094,1,4,1,2,1,0,0,1,1,0,2,3,4,4,4,3,-1.0467787,0.17298293,3
35094,1,0,0,2,1,0,0,0,1,0,3,3,4,4,4,4,-0.63214213,0.17298293,4
35094,1,3,1,2,1,0,0,1,1,0,3,3,4,3,4,5,-0.63214213,-0.46647879,5
35094,1,4,1,2,1,0,0,1,1,0,1,1,5,5,1,5,-1.8536185,-1.0565444,5
35094,1,3,1,2,1,0,0,1,0,0,3,3,5,5,5,5,-0.18154176,1.435441,5
35094,1,7,1,2,1,1,0,1,0,0,3,3,5,5,1,5,-0.18154176,-1.0565444,5
35094,1,0,0,2,1,1,0,0,0,0,3,3,5,5,5,5,-0.18154176,1.435441,5
35094,1,7,1,2,1,0,0,1,0,0,2,2,2,2,4,5,-2.3693812,-1.1059406,5
35094,1,9,1,2,1,0,0,1,1,0,4,3,4,4,4,5,-0.21750557,0.17298293,5
35094,1,0,0,2,1,1,0,0,1,0,3,3,4,4,4,4,-0.63214213,0.17298293,4
35094,1,3,1,2,1,0,0,1,0,0,5,5,5,5,3,2,1.490535,0.18944831,2
35094,1,11,1,2,1,0,0,1,1,0,4,4,4,4,4,4,0.20389625,0.17298293,4
35094,1,0,0,2,1,0,0,0,1,0,4,2,4,3,4,3,-0.63890743,-0.46647879,3
35094,1,0,1,2,1,1,0,0,0,0,5,5,5,5,1,3,1.490535,-1.0565444,3
35094,1,7,1,2,1,0,0,1,1,0,3,3,5,4,4,5,-0.18154176,0.17298293,5
35094,1,0,0,2,1,1,0,0,0,0,3,3,4,4,3,5,-0.63214213,-0.45001343,5
35094,1,14,1,2,1,1,0,1,0,0,3,3,5,5,1,3,-0.18154176,-1.0565444,3
35094,1,3,1,2,1,0,0,1,0,0,5,3,3,4,4,3,-0.25346941,0.17298293,3
35094,1,7,1,2,1,0,0,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
35094,1,0,0,2,1,1,0,0,0,0,5,3,5,5,5,5,0.64773136,1.435441,5
35094,1,1,1,2,1,0,0,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
35257,3,3,0,2,3,0,1,1,0,0,5,5,5,4,5,5,1.490535,0.79597932,5
35257,3,4,0,2,3,0,1,1,1,1,2,2,4,4,3,2,-1.4681805,-0.45001343,2
35257,3,10,0,2,3,0,1,1,0,0,4,4,4,4,4,4,0.20389625,0.17298293,4
35257,3,0,0,2,3,0,1,0,0,0,5,4,5,5,5,5,1.0691332,1.435441,5
35257,3,0,0,2,3,1,1,0,0,0,5,3,3,5,5,5,-0.25346941,1.435441,5
35257,3,3,0,2,3,0,1,1,1,1,2,3,4,3,4,4,-1.0467787,-0.46647879,4
35257,3,3,0,2,3,1,1,1,1,1,5,4,4,3,2,1,0.61853278,-1.7124715,1
35257,3,0,0,2,3,1,1,0,1,1,5,3,5,5,5,5,0.64773136,1.435441,5
35257,3,0,0,2,3,1,1,0,1,1,5,3,3,4,3,3,-0.25346941,-0.45001343,3
35257,3,0,0,2,3,0,1,0,1,1,5,3,4,4,4,3,0.19713096,0.17298293,3
35257,2,3,0,2,3,0,0,1,0,0,1,2,5,5,3,3,-1.4322166,0.18944831,3
